"Row.names","hypermean","nothypermean","ttest_pval","log2_hyper_v_nothyper","wilcox_pval","cohens","deseq_pval","deseq_log2","epi_04_um_300s_pval","epi_04um_300s_spearman","epi_04_um_300s_HYPER_pval","epi_04um_300s_HYPER_spearman","overlapgroup","GOIup","GOIdown"
"AL139095.4",30.5156883140684,59.4614611874643,0.023226990845929,-0.962403783708853,0.0240735457172967,0.339945976018159,0.0189508356221988,-0.748471571872641,0.0580048192113782,-0.207684228677445,0.0100148868539801,-0.242422698382189,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"AL589743.1",3.38577794895486,11.7205081709003,0.000559241634182957,-1.79147585812845,0.00937271065792771,0.549362849755288,0.00168852857327946,-1.8029283313,0.0417013854134814,-0.222736810720134,0.0119448944889641,-0.236796829172525,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"AL606491.1",8.80071025659394,13.8515324770501,0.0353842734046385,-0.65435373350947,0.00460691925418925,0.615589508429328,0.038073499457991,-0.64771404743303,4.94621536442697e-05,-0.42771626376165,0.000231067819017603,-0.341273991028429,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ALCAM",127.920340766192,201.916511544245,0.00137393688820863,-0.658513203482731,0.00562016929450233,0.645609134208772,0.00249776285439928,-0.66642140044697,0.0286349180247835,-0.23889308145778,0.000526000127198395,-0.32243705616451,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ALG10",55.7912260658906,91.8643433082411,0.00141015230113306,-0.719466738851092,0.00640314354849189,0.72024915314606,0.0394284105847973,-0.521797577427222,0.00603870166477559,-0.297228616401613,6.74960708872431e-05,-0.367406415447799,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ANGPT1",1262.79552495529,1803.33682238164,8.27843396924229e-05,-0.514047831414657,0.0011528994826358,0.778469762528394,0.00237432035605733,-0.481610921750351,8.32500091682539e-05,-0.415935706869885,1.90459086156353e-06,-0.432587634769966,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ANKRA2",27.7568793542905,51.1445517352709,0.00361736017835361,-0.881735184528901,0.00445512988525359,0.543409584392974,0.00327081614580759,-0.904816849894968,0.0163275592737733,-0.261370343489446,0.00725263913635494,-0.252419686860519,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"APOOL",102.57218117252,149.139566804503,0.00148752854600099,-0.540023548654352,0.00526202640617082,0.682746366973935,0.0380933583477973,-0.408216171926758,0.00827936989193138,-0.286329322149214,0.000767600842699963,-0.313358594405344,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ARFGEF1",118.003284847223,165.300785895211,0.00792916390085848,-0.486266563378152,0.0186637927222251,0.534107110402726,0.0141367616825258,-0.467170860637849,0.0575062689203847,-0.208089406902441,0.0393588571493211,-0.1950053585869,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ARHGAP10",185.156583906915,225.194293663314,0.00511399028135101,-0.282424419922488,0.0215208239800295,0.652812095658383,0.0111892059147627,-0.300763805731855,0.012511075787611,-0.271418763469353,0.00359084387052183,-0.272977596500571,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ARHGAP5",748.823942873347,1079.62124891802,0.0124356518088529,-0.527826807612635,0.000673937941654843,0.672813431588978,0.0153422472938507,-0.431584583577462,0.000551777840523547,-0.369026197870946,1.05940373319575e-05,-0.402938446718853,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ARL1",28.3116445446969,52.204371896402,0.0302565539330451,-0.882775077670977,0.00305740068513574,0.558171166241585,0.00118850103548174,-1.25872824309242,0.00436001079797905,-0.308067937568611,0.0124272308764037,-0.235516037732563,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ARV1",62.8578587615998,93.6171914062559,0.00123850556002927,-0.574680355744545,0.0102874848429263,0.696930623429928,0.0145255841079008,-0.494786280627973,0.083858157136715,-0.189744962765737,0.0287836875843122,-0.206681328463513,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ATF7IP",802.443313977293,1047.91216660354,0.00498539202966663,-0.385046412422005,0.0197641443831031,0.579677350101313,0.00341783692049959,-0.454214852446633,0.0008423466399457,-0.357498877369803,0.000135974965330005,-0.352812521156357,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ATG2B",16.8438124681095,33.8488005721668,0.0022131316476482,-1.0068859946433,0.0138708241234678,0.61708675585909,0.0169086909678973,-1.09955488218888,0.024425629759635,-0.245444043087676,0.0178075160223376,-0.223571931784042,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ATP6V0A2",70.9896016165028,100.555085755091,0.0159657196709691,-0.502306427637387,0.0283937251534223,0.577763313331261,0.0216676046511248,-0.506825318123812,0.0276886439153227,-0.240290946334017,0.00780776993866352,-0.250168228344245,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"ATXN7",49.0880811240852,85.0257646255627,0.0012673307738457,-0.792527302772695,0.00402656101390509,0.74867583755957,0.00361342559802363,-0.781201048061262,0.0248957333986523,-0.244666871163976,0.00521086730516661,-0.262284236602597,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"BAG2",11.9329090872567,18.6116841603758,0.0679360167287449,-0.641262813827194,0.0443888623267341,0.41175995334548,0.0242821541027136,-0.862595992340168,0.112172450070865,-0.174601976837698,0.036550109497988,-0.197820183337012,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"BAG4",119.615705001191,157.312821041686,0.0121783782831224,-0.395229434312642,0.0268847853884268,0.609243775636155,0.0399766520768477,-0.366078333055725,0.0177051298838758,-0.25824034170135,0.00161546537414796,-0.29460356046523,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"BANK1",2901.76118039226,4821.40395757911,3.26953654768248e-07,-0.73252452170915,8.71405967469871e-05,1.00981296336138,0.000231974337043577,-0.559005943091219,8.88694551706667e-05,-0.414426417981774,1.40818094367904e-06,-0.437526317966953,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"BIRC3",22.5820803115996,112.276401456404,0.00495746813219393,-2.31380442860647,0.00660814011803421,0.415924550384478,2.12584629120406e-05,-2.26304497521591,0.0804161232660134,-0.191851055628884,0.0335323324685171,-0.201054861127559,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
"BLZF1",624.642827742731,946.216689897075,0.00492014505294084,-0.599139119059588,0.0181339957672971,0.504622093783566,0.0167427353976723,-0.542278475818865,0.011316301856376,-0.275116014772443,0.00265006949699109,-0.281402409013077,"wilcox_sig;deseq_sig;epicorrALL_sig",NA,"GOIdown"
